2019-03-05 14:53:01, defender, 1, 90, 308
2019-03-05 14:53:44, defender, 0, 34, 200
2019-03-05 14:53:44, intruder, 0, -68, 222
2019-03-05 14:54:11, defender, 1, 88, 520
2019-03-05 14:54:11, defender, 0, 59, 508
2019-03-05 14:54:11, intruder, 0, -120, 496
2019-03-05 14:58:55, intruder, 0, -171, 498
2019-03-05 14:58:55, defender, 1, 132, 508
2019-03-05 14:58:55, defender, 0, 81, 516
2019-03-05 15:54:13, defender, 0, 116, 508
2019-03-05 15:54:34, defender, 0, 50, 308
2019-03-05 15:54:34, defender, 1, 123, 368
2019-03-05 15:54:35, intruder, 0, -130, 340
2019-03-05 15:58:34, defender, 0, 53, 264
2019-03-05 15:58:34, defender, 1, 53, 258
2019-03-05 15:58:34, intruder, 0, -76, 272
2019-03-05 15:58:36, defender, 1, 27, 128
2019-03-05 16:00:20, defender, 0, 18, 112
2019-03-05 16:00:20, intruder, 0, -73, 228
2019-03-05 16:00:20, defender, 1, 66, 220
2019-03-05 16:00:22, defender, 1, 31, 136
2019-03-05 16:00:22, defender, 0, 50, 266
2019-03-05 16:00:22, intruder, 0, -37, 138
2019-03-07 13:57:01, defender, 1, 18, 76
2019-03-07 13:57:01, defender, 0, 19, 138
2019-03-07 13:57:01, intruder, 0, -36, 142
2019-03-07 14:04:36, defender, 0, 5, 38
2019-03-07 14:04:36, defender, 1, 8, 30
2019-03-07 14:04:36, intruder, 0, -23, 84
2019-03-07 14:05:52, defender, 1, 8, 30
2019-03-07 14:05:52, intruder, 0, -10, 36
2019-03-07 14:07:21, intruder, 0, -14, 46
2019-03-07 14:07:21, defender, 1, 14, 50
2019-03-07 14:07:24, defender, 1, 13, 54
2019-03-07 14:07:24, intruder, 0, -14, 56
2019-03-07 14:07:26, defender, 1, 0, 0
2019-03-07 14:07:26, intruder, 0, 0, 0
2019-03-07 14:07:28, defender, 1, 0, 0
2019-03-07 14:07:28, intruder, 0, 0, 0
2019-03-07 14:07:30, intruder, 0, 0, 0
2019-03-07 14:07:30, defender, 1, 0, 0
2019-03-07 14:07:32, intruder, 0, 0, 0
2019-03-07 14:07:32, defender, 1, 0, 0
2019-03-07 14:07:34, intruder, 0, 0, 0
2019-03-07 14:07:34, defender, 1, 0, 0
2019-03-07 14:07:36, defender, 1, 0, 0
2019-03-07 14:07:36, intruder, 0, 0, 0
2019-03-07 14:07:38, defender, 1, 0, 0
2019-03-07 14:07:38, intruder, 0, 0, 0
2019-03-07 14:07:40, defender, 1, 0, 0
2019-03-07 14:07:40, intruder, 0, 0, 0
2019-03-07 14:07:42, intruder, 0, 0, 0
2019-03-07 14:07:42, defender, 1, 0, 0
2019-03-07 14:07:44, defender, 1, 0, 0
2019-03-07 14:07:44, intruder, 0, 0, 0
2019-03-07 14:07:46, intruder, 0, 0, 0
2019-03-07 14:07:46, defender, 1, 0, 0
2019-03-07 14:07:48, defender, 1, 0, 0
2019-03-07 14:07:48, intruder, 0, 0, 0
2019-03-07 14:07:50, defender, 1, 0, 0
2019-03-07 14:07:50, intruder, 0, 0, 0
2019-03-07 14:07:52, defender, 1, 0, 0
2019-03-07 14:07:52, intruder, 0, 0, 0
2019-03-07 14:07:54, intruder, 0, 0, 0
2019-03-07 14:07:54, defender, 1, 0, 0
2019-03-07 14:07:56, defender, 1, 0, 0
2019-03-07 14:07:56, intruder, 0, 0, 0
2019-03-07 14:07:58, defender, 1, 0, 0
2019-03-07 14:07:58, intruder, 0, 0, 0
2019-03-07 14:08:00, intruder, 0, 0, 0
2019-03-07 14:08:00, defender, 1, 0, 0
2019-03-07 14:08:02, defender, 1, 0, 0
2019-03-07 14:08:02, intruder, 0, 0, 0
2019-03-07 14:08:04, defender, 1, 0, 0
2019-03-07 14:08:04, intruder, 0, 0, 0
2019-03-07 14:08:06, intruder, 0, 0, 0
2019-03-07 14:08:06, defender, 1, 0, 0
2019-03-07 14:08:08, defender, 1, 0, 0
2019-03-07 14:08:08, intruder, 0, 0, 0
2019-03-07 14:08:10, defender, 1, 0, 0
2019-03-07 14:08:10, intruder, 0, 0, 0
2019-03-07 14:08:12, intruder, 0, 0, 0
2019-03-07 14:08:12, defender, 1, 0, 0
2019-03-07 14:08:14, defender, 1, 0, 0
